source,block_index,audio_file,item,answer,trial_type,response_alternatives,chance_level,assessment_stage,item_id,d,prompt,orig_item_num,task,corpus_id,task_id,item_uid,randomize,time_limit,difficulty,trial_num,required_selections,image
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_32_M_ss2,tf3_32_T1_ss2_pd,Matrix Reasoning,"tf3_32_T4_ss2_md,tf3_32_T2_ss2_md,tf3_32_T3_ss2_md",0.25,test_response,tf3_32_M_ss2,,Choose the best pattern to fill in the blank.,32,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_pd_mat32,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_30_M_ss3,tf3_30_T1_ss3_pd,Matrix Reasoning,"tf3_30_T2_ss3_md,tf3_30_T4_ss3_md,tf3_30_T3_ss3_md",0.25,test_response,tf3_30_M_ss3,,Choose the best pattern to fill in the blank.,30,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_pd_mat30,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_29_M_ss2,tf3_29_T1_ss2_md,Matrix Reasoning,"tf3_29_T4_ss2_md,tf3_29_T2_ss2_md,tf3_29_T3_ss2_md",0.25,test_response,tf3_29_M_ss2,,Choose the best pattern to fill in the blank.,29,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_md_mat29,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_35_M_ss2,tf3_35_T1_ss2_pd,Matrix Reasoning,"tf3_35_T4_ss2_md,tf3_35_T2_ss2_md,tf3_35_T3_ss2_md",0.25,test_response,tf3_35_M_ss2,,Choose the best pattern to fill in the blank.,35,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_pd_mat35,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_71_M_ss2,tf3_71_T1_ss2_pd,Matrix Reasoning,"tf3_71_T3_ss2_md,tf3_71_T2_ss2_md,tf3_71_T4_ss2_md",0.25,test_response,tf3_71_M_ss2,,Choose the best pattern to fill in the blank.,71,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_pd_mat71,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_38_M_ss2,tf3_38_T1_ss2_md,Matrix Reasoning,"tf3_38_T2_ss2_md,tf3_38_T4_ss2_md,tf3_38_T3_ss2_md",0.25,test_response,tf3_38_M_ss2,,Choose the best pattern to fill in the blank.,38,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_md_mat38,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_21_M_ss3,tf3_21_T1_ss3_pd,Matrix Reasoning,"tf3_21_T4_ss3_md,tf3_21_T2_ss3_md,tf3_21_T3_ss3_md",0.25,test_response,tf3_21_M_ss3,,Choose the best pattern to fill in the blank.,21,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_pd_mat21,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_74_M_ss2,tf3_74_T1_ss2_md,Matrix Reasoning,"tf3_74_T3_ss2_md,tf3_74_T4_ss2_md,tf3_74_T2_ss2_md",0.25,test_response,tf3_74_M_ss2,,Choose the best pattern to fill in the blank.,74,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_md_mat74,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_24_M_ss3,tf3_24_T1_ss3_md,Matrix Reasoning,"tf3_24_T2_ss3_md,tf3_24_T4_ss3_md,tf3_24_T3_ss3_md",0.25,test_response,tf3_24_M_ss3,,Choose the best pattern to fill in the blank.,24,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_md_mat24,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_68_M_ss2,tf3_68_T1_ss2_pd,Matrix Reasoning,"tf3_68_T3_ss2_md,tf3_68_T4_ss2_md,tf3_68_T2_ss2_md",0.25,test_response,tf3_68_M_ss2,,Choose the best pattern to fill in the blank.,68,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_pd_mat68,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_57_M_ss3,tf3_57_T1_ss3_pd,Matrix Reasoning,"tf3_57_T4_ss3_md,tf3_57_T2_ss3_md,tf3_57_T3_ss3_md",0.25,test_response,tf3_57_M_ss3,,Choose the best pattern to fill in the blank.,57,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_pd_mat57,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_60_M_ss3,tf3_60_T1_ss3_md,Matrix Reasoning,"tf3_60_T3_ss3_md,tf3_60_T4_ss3_md,tf3_60_T2_ss3_md",0.25,test_response,tf3_60_M_ss3,,Choose the best pattern to fill in the blank.,60,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_md_mat60,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_22_M_ss1,tf3_22_T1_ss1_md,Matrix Reasoning,"tf3_22_T4_ss1_md,tf3_22_T2_ss1_md,tf3_22_T3_ss1_md",0.25,test_response,tf3_22_M_ss1,,Choose the best pattern to fill in the blank.,22,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_md_mat22,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_65_M_ss2,tf3_65_T1_ss2_md,Matrix Reasoning,"tf3_65_T3_ss2_md,tf3_65_T2_ss2_md,tf3_65_T4_ss2_md",0.25,test_response,tf3_65_M_ss2,,Choose the best pattern to fill in the blank.,65,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_md_mat65,,,,,,
MarsIB-itemset2-tf3,1,matrix-reasoning-prompt1,tf3_40_M_ss1,tf3_40_T1_ss1_pd,Matrix Reasoning,"tf3_40_T4_ss1_md,tf3_40_T2_ss1_md,tf3_40_T3_ss1_md",0.25,test_response,tf3_40_M_ss1,,Choose the best pattern to fill in the blank.,40,Matrix Reasoning,matrix-reasoning-Mars-IB-retest,matrix-reasoning,matrix_set3_pd_mat40,,,,,,
